     n                 r           density          velocity             B_phi               B_z          pressure
                    (cm)         (mg/cm^3)            (km/s)          (Mgauss)          (Mgauss)         (kJ/cm^3)
  4036  1.4188306191D-02  9.1564268859D-02 -5.9202766661D+00  2.8888832788D-01  6.5077728594D+00  4.0364190223D+01
  4037  1.4217491995D-02  9.1772935297D-02 -5.9324744160D+00  2.8921705043D-01  6.5077396103D+00  4.0363777771D+01
  4038  1.4246737836D-02  9.1982075798D-02 -5.9446973434D+00  2.8954614411D-01  6.5077062846D+00  4.0363364372D+01
  4039  1.4276043836D-02  9.2191691431D-02 -5.9569454992D+00  2.8987560931D-01  6.5076728822D+00  4.0362950024D+01
  4040  1.4305410119D-02  9.2401783269D-02 -5.9692189369D+00  2.9020544646D-01  6.5076394028D+00  4.0362534723D+01
  4041  1.4334836810D-02  9.2612352387D-02 -5.9815177084D+00  2.9053565594D-01  6.5076058465D+00  4.0362118467D+01
  4042  1.4364324032D-02  9.2823399862D-02 -5.9938418657D+00  2.9086623820D-01  6.5075722128D+00  4.0361701257D+01
  4043  1.4393871911D-02  9.3034926774D-02 -6.0061914624D+00  2.9119719361D-01  6.5075385018D+00  4.0361283087D+01
  4044  1.4423480571D-02  9.3246934206D-02 -6.0185665506D+00  2.9152852260D-01  6.5075047130D+00  4.0360863958D+01
  4045  1.4453150136D-02  9.3459423242D-02 -6.0309671828D+00  2.9186022559D-01  6.5074708465D+00  4.0360443864D+01
  4046  1.4482880733D-02  9.3672394968D-02 -6.0433934125D+00  2.9219230298D-01  6.5074369019D+00  4.0360022805D+01
  4047  1.4512672486D-02  9.3885850475D-02 -6.0558452927D+00  2.9252475519D-01  6.5074028792D+00  4.0359600780D+01
  4048  1.4542525522D-02  9.4099790854D-02 -6.0683228767D+00  2.9285758262D-01  6.5073687782D+00  4.0359177784D+01
  4049  1.4572439967D-02  9.4314217199D-02 -6.0808262174D+00  2.9319078569D-01  6.5073345986D+00  4.0358753817D+01
  4050  1.4602415947D-02  9.4529130607D-02 -6.0933553680D+00  2.9352436481D-01  6.5073003403D+00  4.0358328875D+01
  4051  1.4632453588D-02  9.4744532178D-02 -6.1059103827D+00  2.9385832040D-01  6.5072660032D+00  4.0357902957D+01
  4052  1.4662553018D-02  9.4960423012D-02 -6.1184913147D+00  2.9419265287D-01  6.5072315868D+00  4.0357476060D+01
  4053  1.4692714364D-02  9.5176804215D-02 -6.1310982174D+00  2.9452736264D-01  6.5071970912D+00  4.0357048183D+01
  4054  1.4722937752D-02  9.5393676891D-02 -6.1437311452D+00  2.9486245011D-01  6.5071625162D+00  4.0356619321D+01
  4055  1.4753223310D-02  9.5611042152D-02 -6.1563901513D+00  2.9519791572D-01  6.5071278616D+00  4.0356189475D+01
  4056  1.4783571167D-02  9.5828901107D-02 -6.1690752906D+00  2.9553375986D-01  6.5070931271D+00  4.0355758640D+01
  4057  1.4813981451D-02  9.6047254870D-02 -6.1817866174D+00  2.9586998296D-01  6.5070583126D+00  4.0355326816D+01
  4058  1.4844454289D-02  9.6266104558D-02 -6.1945241851D+00  2.9620658544D-01  6.5070234178D+00  4.0354893998D+01
  4059  1.4874989811D-02  9.6485451292D-02 -6.2072880485D+00  2.9654356771D-01  6.5069884427D+00  4.0354460185D+01
  4060  1.4905588146D-02  9.6705296189D-02 -6.2200782616D+00  2.9688093018D-01  6.5069533870D+00  4.0354025376D+01
  4061  1.4936249422D-02  9.6925640377D-02 -6.2328948804D+00  2.9721867328D-01  6.5069182506D+00  4.0353589568D+01
  4062  1.4966973770D-02  9.7146484980D-02 -6.2457379584D+00  2.9755679743D-01  6.5068830332D+00  4.0353152757D+01
  4063  1.4997761318D-02  9.7367831127D-02 -6.2586075504D+00  2.9789530304D-01  6.5068477346D+00  4.0352714942D+01
  4064  1.5028612198D-02  9.7589679950D-02 -6.2715037122D+00  2.9823419054D-01  6.5068123546D+00  4.0352276120D+01
  4065  1.5059526538D-02  9.7812032583D-02 -6.2844264987D+00  2.9857346034D-01  6.5067768932D+00  4.0351836290D+01
  4066  1.5090504471D-02  9.8034890162D-02 -6.2973759643D+00  2.9891311285D-01  6.5067413501D+00  4.0351395449D+01
  4067  1.5121546126D-02  9.8258253827D-02 -6.3103521653D+00  2.9925314852D-01  6.5067057249D+00  4.0350953594D+01
  4068  1.5152651635D-02  9.8482124717D-02 -6.3233551566D+00  2.9959356774D-01  6.5066700177D+00  4.0350510724D+01
  4069  1.5183821129D-02  9.8706503978D-02 -6.3363849938D+00  2.9993437096D-01  6.5066342283D+00  4.0350066834D+01
  4070  1.5215054740D-02  9.8931392756D-02 -6.3494417322D+00  3.0027555857D-01  6.5065983563D+00  4.0349621924D+01
  4071  1.5246352599D-02  9.9156792200D-02 -6.3625254286D+00  3.0061713102D-01  6.5065624017D+00  4.0349175992D+01
  4072  1.5277714839D-02  9.9382703463D-02 -6.3756361377D+00  3.0095908872D-01  6.5065263642D+00  4.0348729033D+01
  4073  1.5309141592D-02  9.9609127697D-02 -6.3887739164D+00  3.0130143210D-01  6.5064902435D+00  4.0348281048D+01
  4074  1.5340632991D-02  9.9836066060D-02 -6.4019388207D+00  3.0164416157D-01  6.5064540396D+00  4.0347832031D+01
  4075  1.5372189168D-02  1.0006351971D-01 -6.4151309062D+00  3.0198727756D-01  6.5064177523D+00  4.0347381983D+01
  4076  1.5403810258D-02  1.0029148981D-01 -6.4283502298D+00  3.0233078049D-01  6.5063813813D+00  4.0346930899D+01
  4077  1.5435496393D-02  1.0051997753D-01 -6.4415968481D+00  3.0267467080D-01  6.5063449265D+00  4.0346478778D+01
  4078  1.5467247708D-02  1.0074898403D-01 -6.4548708172D+00  3.0301894890D-01  6.5063083876D+00  4.0346025616D+01
  4079  1.5499064336D-02  1.0097851048D-01 -6.4681721942D+00  3.0336361523D-01  6.5062717644D+00  4.0345571412D+01
  4080  1.5530946412D-02  1.0120855805D-01 -6.4815010357D+00  3.0370867020D-01  6.5062350569D+00  4.0345116164D+01
  4081  1.5562894071D-02  1.0143912792D-01 -6.4948573992D+00  3.0405411424D-01  6.5061982647D+00  4.0344659869D+01
  4082  1.5594907447D-02  1.0167022127D-01 -6.5082413410D+00  3.0439994778D-01  6.5061613875D+00  4.0344202524D+01
  4083  1.5626986675D-02  1.0190183927D-01 -6.5216529186D+00  3.0474617126D-01  6.5061244254D+00  4.0343744127D+01
  4084  1.5659131892D-02  1.0213398312D-01 -6.5350921895D+00  3.0509278508D-01  6.5060873781D+00  4.0343284676D+01
  4085  1.5691343232D-02  1.0236665399D-01 -6.5485592112D+00  3.0543978969D-01  6.5060502454D+00  4.0342824167D+01
  4086  1.5723620832D-02  1.0259985307D-01 -6.5620540408D+00  3.0578718551D-01  6.5060130268D+00  4.0342362598D+01
  4087  1.5755964828D-02  1.0283358155D-01 -6.5755767362D+00  3.0613497296D-01  6.5059757226D+00  4.0341899969D+01
  4088  1.5788375356D-02  1.0306784063D-01 -6.5891273555D+00  3.0648315249D-01  6.5059383322D+00  4.0341436274D+01
  4089  1.5820852555D-02  1.0330263150D-01 -6.6027059563D+00  3.0683172452D-01  6.5059008557D+00  4.0340971512D+01
  4090  1.5853396559D-02  1.0353795536D-01 -6.6163125962D+00  3.0718068947D-01  6.5058632926D+00  4.0340505681D+01
  4091  1.5886007508D-02  1.0377381342D-01 -6.6299473339D+00  3.0753004778D-01  6.5058256430D+00  4.0340038779D+01
  4092  1.5918685539D-02  1.0401020687D-01 -6.6436102280D+00  3.0787979989D-01  6.5057879065D+00  4.0339570802D+01
  4093  1.5951430789D-02  1.0424713692D-01 -6.6573013363D+00  3.0822994622D-01  6.5057500829D+00  4.0339101748D+01
  4094  1.5984243398D-02  1.0448460478D-01 -6.6710207177D+00  3.0858048720D-01  6.5057121721D+00  4.0338631615D+01
  4095  1.6017123503D-02  1.0472261167D-01 -6.6847684305D+00  3.0893142327D-01  6.5056741737D+00  4.0338160399D+01
  4096  1.6050071243D-02  1.0496115880D-01 -6.6985445335D+00  3.0928275486D-01  6.5056360877D+00  4.0337688099D+01
  4097  1.6083086758D-02  1.0520024738D-01 -6.7123490861D+00  3.0963448239D-01  6.5055979138D+00  4.0337214712D+01
  4098  1.6116170188D-02  1.0543987864D-01 -6.7261821470D+00  3.0998660632D-01  6.5055596519D+00  4.0336740236D+01
  4099  1.6149321671D-02  1.0568005380D-01 -6.7400437748D+00  3.1033912706D-01  6.5055213015D+00  4.0336264667D+01
  4100  1.6182541347D-02  1.0592077408D-01 -6.7539340294D+00  3.1069204506D-01  6.5054828627D+00  4.0335788003D+01
  4101  1.6215829357D-02  1.0616204071D-01 -6.7678529704D+00  3.1104536075D-01  6.5054443353D+00  4.0335310242D+01
  4102  1.6249185842D-02  1.0640385493D-01 -6.7818006565D+00  3.1139907456D-01  6.5054057188D+00  4.0334831382D+01
  4103  1.6282610942D-02  1.0664621796D-01 -6.7957771481D+00  3.1175318693D-01  6.5053670133D+00  4.0334351419D+01
  4104  1.6316104799D-02  1.0688913105D-01 -6.8097825044D+00  3.1210769830D-01  6.5053282184D+00  4.0333870351D+01
  4105  1.6349667554D-02  1.0713259542D-01 -6.8238167858D+00  3.1246260910D-01  6.5052893340D+00  4.0333388176D+01
  4106  1.6383299348D-02  1.0737661233D-01 -6.8378800522D+00  3.1281791977D-01  6.5052503599D+00  4.0332904890D+01
  4107  1.6417000324D-02  1.0762118302D-01 -6.8519723631D+00  3.1317363075D-01  6.5052112956D+00  4.0332420492D+01
  4108  1.6450770624D-02  1.0786630874D-01 -6.8660937798D+00  3.1352974247D-01  6.5051721413D+00  4.0331934978D+01
  4109  1.6484610391D-02  1.0811199073D-01 -6.8802443616D+00  3.1388625537D-01  6.5051328965D+00  4.0331448345D+01
  4110  1.6518519767D-02  1.0835823025D-01 -6.8944241700D+00  3.1424316990D-01  6.5050935612D+00  4.0330960593D+01
  4111  1.6552498896D-02  1.0860502856D-01 -6.9086332652D+00  3.1460048648D-01  6.5050541350D+00  4.0330471718D+01
  4112  1.6586547921D-02  1.0885238691D-01 -6.9228717075D+00  3.1495820558D-01  6.5050146178D+00  4.0329981716D+01
  4113  1.6620666986D-02  1.0910030656D-01 -6.9371395588D+00  3.1531632761D-01  6.5049750093D+00  4.0329490586D+01
  4114  1.6654856234D-02  1.0934878878D-01 -6.9514368795D+00  3.1567485302D-01  6.5049353094D+00  4.0328998325D+01
  4115  1.6689115812D-02  1.0959783484D-01 -6.9657637306D+00  3.1603378226D-01  6.5048955177D+00  4.0328504929D+01
  4116  1.6723445862D-02  1.0984744600D-01 -6.9801201739D+00  3.1639311575D-01  6.5048556343D+00  4.0328010398D+01
  4117  1.6757846530D-02  1.1009762354D-01 -6.9945062704D+00  3.1675285395D-01  6.5048156586D+00  4.0327514728D+01
  4118  1.6792317962D-02  1.1034836873D-01 -7.0089220817D+00  3.1711299731D-01  6.5047755907D+00  4.0327017915D+01
  4119  1.6826860303D-02  1.1059968286D-01 -7.0233676697D+00  3.1747354624D-01  6.5047354301D+00  4.0326519958D+01
  4120  1.6861473698D-02  1.1085156719D-01 -7.0378430961D+00  3.1783450122D-01  6.5046951768D+00  4.0326020854D+01
  4121  1.6896158294D-02  1.1110402302D-01 -7.0523484227D+00  3.1819586267D-01  6.5046548305D+00  4.0325520600D+01
  4122  1.6930914238D-02  1.1135705163D-01 -7.0668837120D+00  3.1855763103D-01  6.5046143910D+00  4.0325019194D+01
  4123  1.6965741675D-02  1.1161065432D-01 -7.0814490254D+00  3.1891980677D-01  6.5045738582D+00  4.0324516632D+01
  4124  1.7000640754D-02  1.1186483236D-01 -7.0960444256D+00  3.1928239031D-01  6.5045332316D+00  4.0324012912D+01
  4125  1.7035611621D-02  1.1211958707D-01 -7.1106699755D+00  3.1964538211D-01  6.5044925111D+00  4.0323508031D+01
  4126  1.7070654425D-02  1.1237491973D-01 -7.1253257369D+00  3.2000878261D-01  6.5044516966D+00  4.0323001987D+01
  4127  1.7105769312D-02  1.1263083165D-01 -7.1400117735D+00  3.2037259227D-01  6.5044107878D+00  4.0322494777D+01
  4128  1.7140956432D-02  1.1288732414D-01 -7.1547281468D+00  3.2073681150D-01  6.5043697844D+00  4.0321986398D+01
  4129  1.7176215934D-02  1.1314439849D-01 -7.1694749210D+00  3.2110144078D-01  6.5043286863D+00  4.0321476848D+01
  4130  1.7211547965D-02  1.1340205602D-01 -7.1842521587D+00  3.2146648056D-01  6.5042874932D+00  4.0320966123D+01
  4131  1.7246952675D-02  1.1366029804D-01 -7.1990599224D+00  3.2183193126D-01  6.5042462049D+00  4.0320454220D+01
  4132  1.7282430214D-02  1.1391912586D-01 -7.2138982768D+00  3.2219779334D-01  6.5042048211D+00  4.0319941138D+01
  4133  1.7317980731D-02  1.1417854081D-01 -7.2287672849D+00  3.2256406727D-01  6.5041633417D+00  4.0319426873D+01
  4134  1.7353604377D-02  1.1443854421D-01 -7.2436670105D+00  3.2293075347D-01  6.5041217664D+00  4.0318911423D+01
  4135  1.7389301302D-02  1.1469913738D-01 -7.2585975168D+00  3.2329785240D-01  6.5040800951D+00  4.0318394784D+01
  4136  1.7425071656D-02  1.1496032164D-01 -7.2735588683D+00  3.2366536451D-01  6.5040383273D+00  4.0317876955D+01
  4137  1.7460915592D-02  1.1522209832D-01 -7.2885511284D+00  3.2403329027D-01  6.5039964630D+00  4.0317357931D+01
  4138  1.7496833259D-02  1.1548446877D-01 -7.3035743621D+00  3.2440163010D-01  6.5039545019D+00  4.0316837711D+01
  4139  1.7532824810D-02  1.1574743432D-01 -7.3186286330D+00  3.2477038445D-01  6.5039124437D+00  4.0316316292D+01
  4140  1.7568890397D-02  1.1601099629D-01 -7.3337140054D+00  3.2513955380D-01  6.5038702884D+00  4.0315793670D+01
  4141  1.7605030172D-02  1.1627515605D-01 -7.3488305448D+00  3.2550913858D-01  6.5038280355D+00  4.0315269842D+01
  4142  1.7641244288D-02  1.1653991493D-01 -7.3639783154D+00  3.2587913927D-01  6.5037856849D+00  4.0314744807D+01
  4143  1.7677532898D-02  1.1680527427D-01 -7.3791573820D+00  3.2624955629D-01  6.5037432364D+00  4.0314218561D+01
  4144  1.7713896154D-02  1.1707123544D-01 -7.3943678098D+00  3.2662039010D-01  6.5037006898D+00  4.0313691102D+01
  4145  1.7750334211D-02  1.1733779977D-01 -7.4096096636D+00  3.2699164117D-01  6.5036580447D+00  4.0313162425D+01
  4146  1.7786847221D-02  1.1760496863D-01 -7.4248830085D+00  3.2736330994D-01  6.5036153009D+00  4.0312632530D+01
  4147  1.7823435341D-02  1.1787274340D-01 -7.4401879109D+00  3.2773539687D-01  6.5035724583D+00  4.0312101413D+01
  4148  1.7860098723D-02  1.1814112540D-01 -7.4555244357D+00  3.2810790243D-01  6.5035295165D+00  4.0311569070D+01
  4149  1.7896837523D-02  1.1841011602D-01 -7.4708926480D+00  3.2848082706D-01  6.5034864756D+00  4.0311035499D+01
  4150  1.7933651896D-02  1.1867971664D-01 -7.4862926144D+00  3.2885417121D-01  6.5034433349D+00  4.0310500697D+01
  4151  1.7970541997D-02  1.1894992861D-01 -7.5017244005D+00  3.2922793534D-01  6.5034000944D+00  4.0309964661D+01
  4152  1.8007507983D-02  1.1922075332D-01 -7.5171880723D+00  3.2960211992D-01  6.5033567539D+00  4.0309427389D+01
  4153  1.8044550009D-02  1.1949219213D-01 -7.5326836963D+00  3.2997672539D-01  6.5033133131D+00  4.0308888876D+01
  4154  1.8081668231D-02  1.1976424644D-01 -7.5482113388D+00  3.3035175221D-01  6.5032697717D+00  4.0308349121D+01
  4155  1.8118862807D-02  1.2003691762D-01 -7.5637710666D+00  3.3072720086D-01  6.5032261296D+00  4.0307808122D+01
  4156  1.8156133893D-02  1.2031020706D-01 -7.5793629456D+00  3.3110307178D-01  6.5031823866D+00  4.0307265873D+01
  4157  1.8193481647D-02  1.2058411616D-01 -7.5949870432D+00  3.3147936543D-01  6.5031385422D+00  4.0306722373D+01
  4158  1.8230906226D-02  1.2085864631D-01 -7.6106434264D+00  3.3185608228D-01  6.5030945963D+00  4.0306177618D+01
  4159  1.8268407789D-02  1.2113379888D-01 -7.6263321616D+00  3.3223322278D-01  6.5030505489D+00  4.0305631607D+01
  4160  1.8305986494D-02  1.2140957531D-01 -7.6420533165D+00  3.3261078738D-01  6.5030063993D+00  4.0305084336D+01
  4161  1.8343642500D-02  1.2168597698D-01 -7.6578069583D+00  3.3298877657D-01  6.5029621476D+00  4.0304535800D+01
  4162  1.8381375965D-02  1.2196300530D-01 -7.6735931540D+00  3.3336719080D-01  6.5029177934D+00  4.0303985999D+01
  4163  1.8419187049D-02  1.2224066168D-01 -7.6894119727D+00  3.3374603051D-01  6.5028733365D+00  4.0303434928D+01
  4164  1.8457075912D-02  1.2251894752D-01 -7.7052634809D+00  3.3412529619D-01  6.5028287767D+00  4.0302882586D+01
  4165  1.8495042714D-02  1.2279786426D-01 -7.7211477466D+00  3.3450498830D-01  6.5027841137D+00  4.0302328967D+01
  4166  1.8533087614D-02  1.2307741329D-01 -7.7370648382D+00  3.3488510729D-01  6.5027393472D+00  4.0301774071D+01
  4167  1.8571210774D-02  1.2335759605D-01 -7.7530148244D+00  3.3526565363D-01  6.5026944772D+00  4.0301217894D+01
  4168  1.8609412355D-02  1.2363841394D-01 -7.7689977726D+00  3.3564662778D-01  6.5026495032D+00  4.0300660432D+01
  4169  1.8647692517D-02  1.2391986842D-01 -7.7850137511D+00  3.3602803021D-01  6.5026044249D+00  4.0300101684D+01
  4170  1.8686051423D-02  1.2420196090D-01 -7.8010628297D+00  3.3640986138D-01  6.5025592424D+00  4.0299541644D+01
  4171  1.8724489234D-02  1.2448469283D-01 -7.8171450763D+00  3.3679212177D-01  6.5025139551D+00  4.0298980312D+01
  4172  1.8763006114D-02  1.2476806562D-01 -7.8332605602D+00  3.3717481184D-01  6.5024685630D+00  4.0298417682D+01
  4173  1.8801602223D-02  1.2505208073D-01 -7.8494093502D+00  3.3755793203D-01  6.5024230656D+00  4.0297853754D+01
  4174  1.8840277726D-02  1.2533673960D-01 -7.8655915160D+00  3.3794148284D-01  6.5023774629D+00  4.0297288522D+01
  4175  1.8879032786D-02  1.2562204367D-01 -7.8818071261D+00  3.3832546472D-01  6.5023317545D+00  4.0296721985D+01
  4176  1.8917867567D-02  1.2590799440D-01 -7.8980562512D+00  3.3870987815D-01  6.5022859402D+00  4.0296154140D+01
  4177  1.8956782231D-02  1.2619459323D-01 -7.9143389599D+00  3.3909472359D-01  6.5022400196D+00  4.0295584982D+01
  4178  1.8995776945D-02  1.2648184162D-01 -7.9306553218D+00  3.3948000151D-01  6.5021939927D+00  4.0295014510D+01
  4179  1.9034851872D-02  1.2676974104D-01 -7.9470054082D+00  3.3986571237D-01  6.5021478592D+00  4.0294442719D+01
  4180  1.9074007177D-02  1.2705829294D-01 -7.9633892879D+00  3.4025185666D-01  6.5021016187D+00  4.0293869608D+01
  4181  1.9113243026D-02  1.2734749879D-01 -7.9798070318D+00  3.4063843483D-01  6.5020552710D+00  4.0293295172D+01
  4182  1.9152559585D-02  1.2763736006D-01 -7.9962587102D+00  3.4102544736D-01  6.5020088158D+00  4.0292719408D+01
  4183  1.9191957018D-02  1.2792787822D-01 -8.0127443937D+00  3.4141289472D-01  6.5019622531D+00  4.0292142314D+01
  4184  1.9231435494D-02  1.2821905474D-01 -8.0292641524D+00  3.4180077738D-01  6.5019155823D+00  4.0291563886D+01
  4185  1.9270995178D-02  1.2851089111D-01 -8.0458180581D+00  3.4218909581D-01  6.5018688033D+00  4.0290984121D+01
  4186  1.9310636238D-02  1.2880338879D-01 -8.0624061810D+00  3.4257785049D-01  6.5018219159D+00  4.0290403016D+01
  4187  1.9350358840D-02  1.2909654929D-01 -8.0790285925D+00  3.4296704188D-01  6.5017749197D+00  4.0289820568D+01
  4188  1.9390163153D-02  1.2939037410D-01 -8.0956853631D+00  3.4335667046D-01  6.5017278146D+00  4.0289236774D+01
  4189  1.9430049346D-02  1.2968486469D-01 -8.1123765661D+00  3.4374673671D-01  6.5016806003D+00  4.0288651630D+01
  4190  1.9470017585D-02  1.2998002257D-01 -8.1291022713D+00  3.4413724110D-01  6.5016332763D+00  4.0288065133D+01
  4191  1.9510068040D-02  1.3027584923D-01 -8.1458625516D+00  3.4452818409D-01  6.5015858428D+00  4.0287477280D+01
  4192  1.9550200880D-02  1.3057234616D-01 -8.1626574781D+00  3.4491956618D-01  6.5015382991D+00  4.0286888067D+01
  4193  1.9590416275D-02  1.3086951490D-01 -8.1794871225D+00  3.4531138781D-01  6.5014906451D+00  4.0286297492D+01
  4194  1.9630714394D-02  1.3116735692D-01 -8.1963515581D+00  3.4570364950D-01  6.5014428807D+00  4.0285705552D+01
  4195  1.9671095408D-02  1.3146587376D-01 -8.2132508569D+00  3.4609635169D-01  6.5013950053D+00  4.0285112243D+01
  4196  1.9711559487D-02  1.3176506692D-01 -8.2301850914D+00  3.4648949488D-01  6.5013470189D+00  4.0284517561D+01
  4197  1.9752106801D-02  1.3206493793D-01 -8.2471543331D+00  3.4688307952D-01  6.5012989212D+00  4.0283921504D+01
  4198  1.9792737523D-02  1.3236548829D-01 -8.2641586567D+00  3.4727710612D-01  6.5012507118D+00  4.0283324068D+01
  4199  1.9833451824D-02  1.3266671954D-01 -8.2811981336D+00  3.4767157514D-01  6.5012023906D+00  4.0282725250D+01
  4200  1.9874249875D-02  1.3296863320D-01 -8.2982728379D+00  3.4806648705D-01  6.5011539573D+00  4.0282125047D+01
  4201  1.9915131849D-02  1.3327123081D-01 -8.3153828425D+00  3.4846184236D-01  6.5011054114D+00  4.0281523456D+01
  4202  1.9956097918D-02  1.3357451391D-01 -8.3325282202D+00  3.4885764151D-01  6.5010567530D+00  4.0280920472D+01
  4203  1.9997148256D-02  1.3387848401D-01 -8.3497090455D+00  3.4925388500D-01  6.5010079815D+00  4.0280316094D+01
  4204  2.0038283036D-02  1.3418314268D-01 -8.3669253918D+00  3.4965057332D-01  6.5009590969D+00  4.0279710316D+01
  4205  2.0079502432D-02  1.3448849146D-01 -8.3841773330D+00  3.5004770693D-01  6.5009100988D+00  4.0279103137D+01
  4206  2.0120806617D-02  1.3479453189D-01 -8.4014649426D+00  3.5044528633D-01  6.5008609869D+00  4.0278494552D+01
  4207  2.0162195767D-02  1.3510126553D-01 -8.4187882955D+00  3.5084331199D-01  6.5008117610D+00  4.0277884561D+01
  4208  2.0203670055D-02  1.3540869393D-01 -8.4361474655D+00  3.5124178439D-01  6.5007624208D+00  4.0277273156D+01
  4209  2.0245229656D-02  1.3571681865D-01 -8.4535425276D+00  3.5164070401D-01  6.5007129659D+00  4.0276660336D+01
